,Application,Perf_node01_task_clock,Perf_node01_cpu_bus_cycles_,Perf_node01_cpu_cpu_cycles_,Perf_node01_msr_aperf_,Perf_node01_msr_mperf_,Perf_node01_msr_tsc_,Perf_node01_cpu_ref_cycles_,Perf_node01_power_energy_pkg_,Perf_node01_power_energy_ram_,Perf_node01_power_energy_total_
2012,CG,10,10,10,10,10,10,10,1,2,2
2013,CG,11,11,11,11,11,11,11,1,1,1
2014,CG,10,11,11,11,11,11,11,2,2,2
2015,CG,11,10,11,11,11,11,11,1,2,2
2016,CG,10,11,11,10,10,10,10,2,1,1
2017,CG,10,11,10,10,11,10,11,1,1,1
2018,CG,11,10,11,11,11,11,11,2,2,2
2019,CG,10,11,11,11,11,11,11,2,2,2
2020,CG,11,11,11,11,11,11,10,1,1,1
2021,CG,10,10,10,10,10,10,11,2,1,1
2022,CG,10,11,11,10,10,10,10,1,2,1
2023,CG,11,11,11,11,11,11,11,2,2,2
2024,CG,11,11,11,10,10,10,10,2,1,1
2025,CG,11,11,11,11,11,11,11,2,1,2
2026,CG,10,11,11,11,11,10,10,1,2,1
2027,CG,10,11,11,10,10,11,11,2,2,2
2028,CG,11,11,10,10,10,11,11,2,2,2
2029,CG,11,11,11,10,10,10,10,1,1,1
2030,CG,10,10,10,10,10,11,11,2,2,2
