,Application,branch_misses,cache_misses,cache_references,instructions,cpu_clock,minor_faults,page_faults,task_clock,L1_icache_loads,LLC_loads,branch_load_misses,iTLB_load_misses,iTLB_loads,cpu_branch_misses_,cpu_bus_cycles_,cpu_cache_misses_,cpu_cache_references_,cpu_cpu_cycles_,cpu_instructions_,msr_aperf_,msr_mperf_,msr_tsc_,cpu_ref_cycles_,power_energy_ram_,power_energy_pkg_,total
1899,CG,99303281,829280880,1603950685,20307030106.0,311677.92,4,4,311372.82,11912269162,11966036784,100546281,47796162,22311100271.0,99045214,197000000000.0,807222872,1621956772,211000000000.0,22064146666.0,251631496,234791886,433000000000.0,197000000000.0,26.71,181.61,208.32000000000002
1900,CG,97373840,816759889,1585857007,20355190440.0,312079.13,5,5,310805.93,10227704711,11649616802,94860637,41827761,18855594608.0,95051033,196000000000.0,867822443,1556793422,211000000000.0,18802996805.0,252456399,235638984,434000000000.0,197000000000.0,28.76,181.45,210.20999999999998
1901,CG,99352469,789620930,1629581777,22094515609.0,311590.78,4,4,311515.84,11964314892,12061772058,102915902,47643439,21907580552.0,99704438,198000000000.0,812240912,1631506998,212000000000.0,22170665794.0,252886573,236021114,435000000000.0,198000000000.0,28.77,183.43,212.20000000000002
1902,CG,95831519,850235011,1558654572,18498618343.0,310932.8,467,467,314304.23,11046375552,11876423101,98926255,45286730,20762043560.0,98319094,198000000000.0,829012448,1618721356,212000000000.0,21585499536.0,253392063,237500578,438000000000.0,199000000000.0,29.43,183.9,213.33
1903,CG,99629353,795622551,1610559819,21761724355.0,313027.01,3133,3139,309598.28,11153016298,11693926168,95913101,42856806,20087482341.0,95575370,197000000000.0,856803742,1573857236,212000000000.0,19157165436.0,253464318,235535566,434000000000.0,197000000000.0,28.87,181.29,210.16
1904,CG,104078715,800181309,1623094566,21981716533.0,311398.83,7536,7610,311407.01,12291885951,12135451705,107559810,50095718,22320292781.0,104080219,198000000000.0,814661722,1647659026,213000000000.0,22584513166.0,253219135,236325306,435000000000.0,199000000000.0,28.44,184.29,212.73
1905,CG,96273704,836613142,1571636878,19344241707.0,310748.51,12737,12673,311017.56,10455649170,11679898227,95539427,42270610,19025451771.0,95986636,196000000000.0,871284634,1574940706,211000000000.0,18881771854.0,252526595,236113542,437000000000.0,198000000000.0,24.47,182.04,206.51
1906,CG,101585739,794369094,1636960224,22143278553.0,313039.07,12110,12292,312755.16,12064195952,12084342113,101288690,47776536,22366582688.0,101074662,198000000000.0,820670505,1646478421,214000000000.0,22516861274.0,254532900,237164578,436000000000.0,198000000000.0,28.63,183.11,211.74
1907,CG,98089226,852154558,1588882869,19225929866.0,312876.47,17656,17461,309441.82,11846048038,11953566003,100336885,47853447,22515356278.0,100510064,195000000000.0,804450411,1644505519,211000000000.0,22274264927.0,249951182,233248974,430000000000.0,195000000000.0,28.79,181.15,209.94
1908,CG,99940412,784150197,1627893029,22153624109.0,307399.62,43198,43267,310803.9,10767568765,11679190668,95664345,44232789,19221875789.0,96245442,196000000000.0,871583770,1582784693,211000000000.0,19330793560.0,252168906,235398338,434000000000.0,197000000000.0,29.26,181.75,211.01
1909,CG,101517549,789464366,1663106728,23127036341.0,311915.73,37875,37962,312255.36,12519882466,12177085296,102998586,50278567,23431471967.0,103261822,198000000000.0,809225832,1667244265,213000000000.0,23421467320.0,253042955,236161548,436000000000.0,198000000000.0,28.66,183.58,212.24
1910,CG,97554891,846083391,1599168170,19508617900.0,310976.71,25437,25278,310898.92,10664398545,11745189921,100413948,43074813,19277011940.0,97708662,197000000000.0,867736295,1602039062,212000000000.0,19763727871.0,253687049,237095712,437000000000.0,198000000000.0,28.89,182.98,211.87
1911,CG,100559297,791352549,1628657273,21947563451.0,312468.78,40,40,312238.66,12073140436,11903681122,101351549,46787432,21941490332.0,99453950,197000000000.0,817277484,1624230052,212000000000.0,21838536718.0,251837053,234758692,433000000000.0,197000000000.0,28.33,182.13,210.45999999999998
